"Time","Schultz Method","Parris Method"
2025-11-06 02:00:00,426,404
2025-11-06 02:05:00,410,419
2025-11-06 02:10:00,410,413
2025-11-06 02:15:00,409,404
2025-11-06 02:20:00,428,418
2025-11-06 02:25:00,424,415
2025-11-06 02:30:00,416,394
2025-11-06 02:35:00,412,417
2025-11-06 02:40:00,407,403
2025-11-06 02:45:00,400,413
2025-11-06 02:50:00,406,402
2025-11-06 02:55:00,393,407
2025-11-06 03:00:00,405,405
2025-11-06 03:05:00,407,415
2025-11-06 03:10:00,404,415
2025-11-06 03:15:00,419,396
2025-11-06 03:20:00,413,406
2025-11-06 03:25:00,404,385
2025-11-06 03:30:00,418,400
2025-11-06 03:35:00,415,398
2025-11-06 03:40:00,394,410
2025-11-06 03:45:00,417,414
2025-11-06 03:50:00,403,409
2025-11-06 03:55:00,413,404
2025-11-06 04:00:00,402,401
2025-11-06 04:05:00,407,418
2025-11-06 04:10:00,405,402
2025-11-06 04:15:00,415,417
2025-11-06 04:20:00,415,412
2025-11-06 04:25:00,396,409
2025-11-06 04:30:00,406,407
2025-11-06 04:35:00,385,402
2025-11-06 04:40:00,400,417
2025-11-06 04:45:00,398,416
2025-11-06 04:50:00,410,417
2025-11-06 04:55:00,414,429
2025-11-06 05:00:00,409,441
2025-11-06 05:05:00,404,429
2025-11-06 05:10:00,401,426
2025-11-06 05:15:00,418,403
2025-11-06 05:20:00,402,422
2025-11-06 05:25:00,417,416
2025-11-06 05:30:00,412,418
2025-11-06 05:35:00,409,410
2025-11-06 05:40:00,407,420
2025-11-06 05:45:00,402,405
2025-11-06 05:50:00,417,417
2025-11-06 05:55:00,416,417
2025-11-06 06:00:00,417,402
2025-11-06 06:05:00,429,403
2025-11-06 06:10:00,441,401
2025-11-06 06:15:00,429,407
2025-11-06 06:20:00,426,416
2025-11-06 06:25:00,403,414
2025-11-06 06:30:00,422,410
2025-11-06 06:35:00,416,411
2025-11-06 06:40:00,418,387
2025-11-06 06:45:00,410,407
2025-11-06 06:50:00,420,414
2025-11-06 06:55:00,405,409
2025-11-06 07:00:00,417,413
2025-11-06 07:05:00,417,413
2025-11-06 07:10:00,402,410
2025-11-06 07:15:00,403,397
2025-11-06 07:20:00,401,417
2025-11-06 07:25:00,407,417
2025-11-06 07:30:00,416,417
2025-11-06 07:35:00,414,420
2025-11-06 07:40:00,410,397
2025-11-06 07:45:00,411,400
2025-11-06 07:50:00,387,391
2025-11-06 07:55:00,407,403
2025-11-06 08:00:00,414,396
2025-11-06 08:05:00,409,418
2025-11-06 08:10:00,413,398
2025-11-06 08:15:00,413,431
2025-11-06 08:20:00,410,414
2025-11-06 08:25:00,397,418
2025-11-06 08:30:00,417,409
2025-11-06 08:35:00,417,414
2025-11-06 08:40:00,417,411
2025-11-06 08:45:00,420,414
2025-11-06 08:50:00,397,404
2025-11-06 08:55:00,400,407
2025-11-06 09:00:00,391,386
2025-11-06 09:05:00,403,410
2025-11-06 09:10:00,396,407
2025-11-06 09:15:00,418,413
2025-11-06 09:20:00,398,415
2025-11-06 09:25:00,431,421
2025-11-06 09:30:00,414,416
2025-11-06 09:35:00,418,418
2025-11-06 09:40:00,409,416
2025-11-06 09:45:00,414,420
2025-11-06 09:50:00,411,417
2025-11-06 09:55:00,414,436
2025-11-06 10:00:00,404,431
2025-11-06 10:05:00,407,426
2025-11-06 10:10:00,386,422
2025-11-06 10:15:00,410,423
2025-11-06 10:20:00,407,414
2025-11-06 10:25:00,413,416
2025-11-06 10:30:00,415,420
2025-11-06 10:35:00,421,388
2025-11-06 10:40:00,416,410
2025-11-06 10:45:00,418,412
2025-11-06 10:50:00,416,402
2025-11-06 10:55:00,420,421
2025-11-06 11:00:00,417,424
2025-11-06 11:05:00,436,420
2025-11-06 11:10:00,431,441
2025-11-06 11:15:00,426,421
2025-11-06 11:20:00,422,414
2025-11-06 11:25:00,423,439
2025-11-06 11:30:00,414,415
2025-11-06 11:35:00,416,424
2025-11-06 11:40:00,420,434
2025-11-06 11:45:00,388,409
2025-11-06 11:50:00,410,421
2025-11-06 11:55:00,412,404
2025-11-06 12:00:00,402,398
2025-11-06 12:05:00,421,428
2025-11-06 12:10:00,424,414
2025-11-06 12:15:00,420,426
2025-11-06 12:20:00,441,419
2025-11-06 12:25:00,421,430
2025-11-06 12:30:00,414,421
2025-11-06 12:35:00,439,424
2025-11-06 12:40:00,415,423
2025-11-06 12:45:00,424,416
2025-11-06 12:50:00,434,458
2025-11-06 12:55:00,409,420
2025-11-06 13:00:00,421,420
2025-11-06 13:05:00,404,434
2025-11-06 13:10:00,398,430
2025-11-06 13:15:00,428,432
2025-11-06 13:20:00,414,433
2025-11-06 13:25:00,426,430
2025-11-06 13:30:00,419,418
2025-11-06 13:35:00,430,444
2025-11-06 13:40:00,421,434
2025-11-06 13:45:00,424,433
2025-11-06 13:50:00,423,435
2025-11-06 13:55:00,416,436
2025-11-06 14:00:00,458,428
2025-11-06 14:05:00,420,438
2025-11-06 14:10:00,420,445
2025-11-06 14:15:00,434,440
2025-11-06 14:20:00,430,438
2025-11-06 14:25:00,432,437
2025-11-06 14:30:00,433,430
2025-11-06 14:35:00,430,438
2025-11-06 14:40:00,418,438
2025-11-06 14:45:00,444,434
2025-11-06 14:50:00,434,434
2025-11-06 14:55:00,433,429
2025-11-06 15:00:00,435,437
2025-11-06 15:05:00,436,430
2025-11-06 15:10:00,428,438
2025-11-06 15:15:00,438,429
2025-11-06 15:20:00,445,413
2025-11-06 15:25:00,440,368
2025-11-06 15:30:00,438,
2025-11-06 15:35:00,437,
2025-11-06 15:40:00,430,
2025-11-06 15:45:00,438,
2025-11-06 15:50:00,438,
2025-11-06 15:55:00,434,
2025-11-06 16:00:00,434,
2025-11-06 16:05:00,429,
2025-11-06 16:10:00,437,
2025-11-06 16:15:00,430,
2025-11-06 16:20:00,438,
2025-11-06 16:25:00,429,
2025-11-06 16:30:00,413,
2025-11-06 16:35:00,368,
