"Time","Schultz Method","Parris Method"
2025-11-06 01:04:00,443,442
2025-11-06 01:06:00,440,439
2025-11-06 01:08:00,439,441
2025-11-06 01:10:00,448,452
2025-11-06 01:12:00,447,449
2025-11-06 01:14:00,444,443
2025-11-06 01:16:00,445,444
2025-11-06 01:18:00,434,439
2025-11-06 01:20:00,421,440
2025-11-06 01:22:00,431,444
2025-11-06 01:24:00,436,438
2025-11-06 01:26:00,436,441
2025-11-06 01:28:00,433,440
2025-11-06 01:30:00,437,432
2025-11-06 01:32:00,436,435
2025-11-06 01:34:00,441,430
2025-11-06 01:36:00,445,423
2025-11-06 01:38:00,433,428
2025-11-06 01:40:00,427,432
2025-11-06 01:42:00,431,433
2025-11-06 01:44:00,441,428
2025-11-06 01:46:00,435,407
2025-11-06 01:48:00,429,411
2025-11-06 01:50:00,438,431
2025-11-06 01:52:00,443,418
2025-11-06 01:54:00,444,425
2025-11-06 01:56:00,436,432
2025-11-06 01:58:00,440,432
2025-11-06 02:00:00,448,428
2025-11-06 02:02:00,442,431
2025-11-06 02:04:00,430,446
2025-11-06 02:06:00,436,442
2025-11-06 02:08:00,442,436
2025-11-06 02:10:00,433,437
2025-11-06 02:12:00,439,434
2025-11-06 02:14:00,442,427
2025-11-06 02:16:00,439,423
2025-11-06 02:18:00,441,435
2025-11-06 02:20:00,452,443
2025-11-06 02:22:00,449,438
2025-11-06 02:24:00,443,435
2025-11-06 02:26:00,444,440
2025-11-06 02:28:00,439,426
2025-11-06 02:30:00,440,418
2025-11-06 02:32:00,444,429
2025-11-06 02:34:00,438,436
2025-11-06 02:36:00,441,442
2025-11-06 02:38:00,440,436
2025-11-06 02:40:00,432,428
2025-11-06 02:42:00,435,433
2025-11-06 02:44:00,430,441
2025-11-06 02:46:00,423,440
2025-11-06 02:48:00,428,427
2025-11-06 02:50:00,432,428
2025-11-06 02:52:00,433,435
2025-11-06 02:54:00,428,444
2025-11-06 02:56:00,407,430
2025-11-06 02:58:00,411,431
2025-11-06 03:00:00,431,429
2025-11-06 03:02:00,418,427
2025-11-06 03:04:00,425,434
2025-11-06 03:06:00,432,433
2025-11-06 03:08:00,432,428
2025-11-06 03:10:00,428,440
2025-11-06 03:12:00,431,439
2025-11-06 03:14:00,446,425
2025-11-06 03:16:00,442,416
2025-11-06 03:18:00,436,419
2025-11-06 03:20:00,437,432
2025-11-06 03:22:00,434,429
2025-11-06 03:24:00,427,409
2025-11-06 03:26:00,423,414
2025-11-06 03:28:00,435,433
2025-11-06 03:30:00,443,424
2025-11-06 03:32:00,438,424
2025-11-06 03:34:00,435,419
2025-11-06 03:36:00,440,425
2025-11-06 03:38:00,426,443
2025-11-06 03:40:00,418,435
2025-11-06 03:42:00,429,423
2025-11-06 03:44:00,436,430
2025-11-06 03:46:00,442,433
2025-11-06 03:48:00,436,424
2025-11-06 03:50:00,428,433
2025-11-06 03:52:00,433,436
2025-11-06 03:54:00,441,424
2025-11-06 03:56:00,440,440
2025-11-06 03:58:00,427,452
2025-11-06 04:00:00,428,426
2025-11-06 04:02:00,435,420
2025-11-06 04:04:00,444,435
2025-11-06 04:06:00,430,446
2025-11-06 04:08:00,431,435
2025-11-06 04:10:00,429,426
2025-11-06 04:12:00,427,435
2025-11-06 04:14:00,434,445
2025-11-06 04:16:00,433,434
2025-11-06 04:18:00,428,436
2025-11-06 04:20:00,440,435
2025-11-06 04:22:00,439,433
2025-11-06 04:24:00,425,442
2025-11-06 04:26:00,416,432
2025-11-06 04:28:00,419,431
2025-11-06 04:30:00,432,433
2025-11-06 04:32:00,429,425
2025-11-06 04:34:00,409,428
2025-11-06 04:36:00,414,430
2025-11-06 04:38:00,433,434
2025-11-06 04:40:00,424,441
2025-11-06 04:42:00,424,448
2025-11-06 04:44:00,419,438
2025-11-06 04:46:00,425,440
2025-11-06 04:48:00,443,447
2025-11-06 04:50:00,435,439
2025-11-06 04:52:00,423,446
2025-11-06 04:54:00,430,455
2025-11-06 04:56:00,433,450
2025-11-06 04:58:00,424,454
2025-11-06 05:00:00,433,466
2025-11-06 05:02:00,436,452
2025-11-06 05:04:00,424,449
2025-11-06 05:06:00,440,458
2025-11-06 05:08:00,452,449
2025-11-06 05:10:00,426,450
2025-11-06 05:12:00,420,454
2025-11-06 05:14:00,435,450
2025-11-06 05:16:00,446,420
2025-11-06 05:18:00,435,423
2025-11-06 05:20:00,426,445
2025-11-06 05:22:00,435,433
2025-11-06 05:24:00,445,432
2025-11-06 05:26:00,434,449
2025-11-06 05:28:00,436,445
2025-11-06 05:30:00,435,442
2025-11-06 05:32:00,433,439
2025-11-06 05:34:00,442,425
2025-11-06 05:36:00,432,430
2025-11-06 05:38:00,431,449
2025-11-06 05:40:00,433,444
2025-11-06 05:42:00,425,441
2025-11-06 05:44:00,428,438
2025-11-06 05:46:00,430,425
2025-11-06 05:48:00,434,430
2025-11-06 05:50:00,441,440
2025-11-06 05:52:00,448,439
2025-11-06 05:54:00,438,445
2025-11-06 05:56:00,440,441
2025-11-06 05:58:00,447,433
2025-11-06 06:00:00,439,428
2025-11-06 06:02:00,446,413
2025-11-06 06:04:00,455,412
2025-11-06 06:06:00,450,425
2025-11-06 06:08:00,454,425
2025-11-06 06:10:00,466,426
2025-11-06 06:12:00,452,433
2025-11-06 06:14:00,449,431
2025-11-06 06:16:00,458,435
2025-11-06 06:18:00,449,446
2025-11-06 06:20:00,450,438
2025-11-06 06:22:00,454,437
2025-11-06 06:24:00,450,439
2025-11-06 06:26:00,420,441
2025-11-06 06:28:00,423,443
2025-11-06 06:30:00,445,435
2025-11-06 06:32:00,433,439
2025-11-06 06:34:00,432,448
2025-11-06 06:36:00,449,430
2025-11-06 06:38:00,445,413
2025-11-06 06:40:00,442,413
2025-11-06 06:42:00,439,420
2025-11-06 06:44:00,425,429
2025-11-06 06:46:00,430,439
2025-11-06 06:48:00,449,439
2025-11-06 06:50:00,444,437
2025-11-06 06:52:00,441,447
2025-11-06 06:54:00,438,437
2025-11-06 06:56:00,425,425
2025-11-06 06:58:00,430,437
2025-11-06 07:00:00,440,437
2025-11-06 07:02:00,439,424
2025-11-06 07:04:00,445,432
2025-11-06 07:06:00,441,434
2025-11-06 07:08:00,433,430
2025-11-06 07:10:00,428,433
2025-11-06 07:12:00,413,428
2025-11-06 07:14:00,412,419
2025-11-06 07:16:00,425,423
2025-11-06 07:18:00,425,432
2025-11-06 07:20:00,426,440
2025-11-06 07:22:00,433,441
2025-11-06 07:24:00,431,444
2025-11-06 07:26:00,435,441
2025-11-06 07:28:00,446,438
2025-11-06 07:30:00,438,441
2025-11-06 07:32:00,437,444
2025-11-06 07:34:00,439,445
2025-11-06 07:36:00,441,440
2025-11-06 07:38:00,443,440
2025-11-06 07:40:00,435,423
2025-11-06 07:42:00,439,426
2025-11-06 07:44:00,448,438
2025-11-06 07:46:00,430,419
2025-11-06 07:48:00,413,413
2025-11-06 07:50:00,413,417
2025-11-06 07:52:00,420,415
2025-11-06 07:54:00,429,417
2025-11-06 07:56:00,439,426
2025-11-06 07:58:00,439,422
2025-11-06 08:00:00,437,422
2025-11-06 08:02:00,447,429
2025-11-06 08:04:00,437,440
2025-11-06 08:06:00,425,434
2025-11-06 08:08:00,437,421
2025-11-06 08:10:00,437,423
2025-11-06 08:12:00,424,430
2025-11-06 08:14:00,432,450
2025-11-06 08:16:00,434,452
2025-11-06 08:18:00,430,438
2025-11-06 08:20:00,433,438
2025-11-06 08:22:00,428,448
2025-11-06 08:24:00,419,440
2025-11-06 08:26:00,423,446
2025-11-06 08:28:00,432,440
2025-11-06 08:30:00,440,433
2025-11-06 08:32:00,441,432
2025-11-06 08:34:00,444,435
2025-11-06 08:36:00,441,443
2025-11-06 08:38:00,438,438
2025-11-06 08:40:00,441,433
2025-11-06 08:42:00,444,432
2025-11-06 08:44:00,445,435
2025-11-06 08:46:00,440,440
2025-11-06 08:48:00,440,430
2025-11-06 08:50:00,423,429
2025-11-06 08:52:00,426,438
2025-11-06 08:54:00,438,430
2025-11-06 08:56:00,419,434
2025-11-06 08:58:00,413,428
2025-11-06 09:00:00,417,411
2025-11-06 09:02:00,415,421
2025-11-06 09:04:00,417,437
2025-11-06 09:06:00,426,431
2025-11-06 09:08:00,422,434
2025-11-06 09:10:00,422,431
2025-11-06 09:12:00,429,430
2025-11-06 09:14:00,440,442
2025-11-06 09:16:00,434,444
2025-11-06 09:18:00,421,446
2025-11-06 09:20:00,423,440
2025-11-06 09:22:00,430,435
2025-11-06 09:24:00,450,445
2025-11-06 09:26:00,452,438
2025-11-06 09:28:00,438,427
2025-11-06 09:30:00,438,440
2025-11-06 09:32:00,448,439
2025-11-06 09:34:00,440,440
2025-11-06 09:36:00,446,449
2025-11-06 09:38:00,440,443
2025-11-06 09:40:00,433,439
2025-11-06 09:42:00,432,451
2025-11-06 09:44:00,435,446
2025-11-06 09:46:00,443,446
2025-11-06 09:48:00,438,448
2025-11-06 09:50:00,433,442
2025-11-06 09:52:00,432,443
2025-11-06 09:54:00,435,460
2025-11-06 09:56:00,440,464
2025-11-06 09:58:00,430,460
2025-11-06 10:00:00,429,455
2025-11-06 10:02:00,438,451
2025-11-06 10:04:00,430,457
2025-11-06 10:06:00,434,440
2025-11-06 10:08:00,428,433
2025-11-06 10:10:00,411,445
2025-11-06 10:12:00,421,447
2025-11-06 10:14:00,437,450
2025-11-06 10:16:00,431,446
2025-11-06 10:18:00,434,451
2025-11-06 10:20:00,431,439
2025-11-06 10:22:00,430,427
2025-11-06 10:24:00,442,436
2025-11-06 10:26:00,444,439
2025-11-06 10:28:00,446,436
2025-11-06 10:30:00,440,444
2025-11-06 10:32:00,435,430
2025-11-06 10:34:00,445,411
2025-11-06 10:36:00,438,424
2025-11-06 10:38:00,427,433
2025-11-06 10:40:00,440,435
2025-11-06 10:42:00,439,438
2025-11-06 10:44:00,440,434
2025-11-06 10:46:00,449,440
2025-11-06 10:48:00,443,437
2025-11-06 10:50:00,439,428
2025-11-06 10:52:00,451,440
2025-11-06 10:54:00,446,451
2025-11-06 10:56:00,446,441
2025-11-06 10:58:00,448,434
2025-11-06 11:00:00,442,447
2025-11-06 11:02:00,443,450
2025-11-06 11:04:00,460,447
2025-11-06 11:06:00,464,444
2025-11-06 11:08:00,460,457
2025-11-06 11:10:00,455,467
2025-11-06 11:12:00,451,457
2025-11-06 11:14:00,457,452
2025-11-06 11:16:00,440,445
2025-11-06 11:18:00,433,443
2025-11-06 11:20:00,445,438
2025-11-06 11:22:00,447,443
2025-11-06 11:24:00,450,457
2025-11-06 11:26:00,446,461
2025-11-06 11:28:00,451,458
2025-11-06 11:30:00,439,439
2025-11-06 11:32:00,427,425
2025-11-06 11:34:00,436,438
2025-11-06 11:36:00,439,453
2025-11-06 11:38:00,436,465
2025-11-06 11:40:00,444,458
2025-11-06 11:42:00,430,427
2025-11-06 11:44:00,411,417
2025-11-06 11:46:00,424,434
2025-11-06 11:48:00,433,450
2025-11-06 11:50:00,435,445
2025-11-06 11:52:00,438,435
2025-11-06 11:54:00,434,430
2025-11-06 11:56:00,440,435
2025-11-06 11:58:00,437,429
2025-11-06 12:00:00,428,422
2025-11-06 12:02:00,440,435
2025-11-06 12:04:00,451,452
2025-11-06 12:06:00,441,447
2025-11-06 12:08:00,434,434
2025-11-06 12:10:00,447,438
2025-11-06 12:12:00,450,444
2025-11-06 12:14:00,447,445
2025-11-06 12:16:00,444,454
2025-11-06 12:18:00,457,451
2025-11-06 12:20:00,467,444
2025-11-06 12:22:00,457,449
2025-11-06 12:24:00,452,448
2025-11-06 12:26:00,445,449
2025-11-06 12:28:00,443,442
2025-11-06 12:30:00,438,445
2025-11-06 12:32:00,443,463
2025-11-06 12:34:00,457,458
2025-11-06 12:36:00,461,442
2025-11-06 12:38:00,458,441
2025-11-06 12:40:00,439,446
2025-11-06 12:42:00,425,447
2025-11-06 12:44:00,438,442
2025-11-06 12:46:00,453,433
2025-11-06 12:48:00,465,450
2025-11-06 12:50:00,458,486
2025-11-06 12:52:00,427,484
2025-11-06 12:54:00,417,466
2025-11-06 12:56:00,434,472
2025-11-06 12:58:00,450,480
2025-11-06 13:00:00,445,468
2025-11-06 13:02:00,435,473
2025-11-06 13:04:00,430,482
2025-11-06 13:06:00,435,480
2025-11-06 13:08:00,429,484
2025-11-06 13:10:00,422,479
2025-11-06 13:12:00,435,483
2025-11-06 13:14:00,452,485
2025-11-06 13:16:00,447,475
2025-11-06 13:18:00,434,476
2025-11-06 13:20:00,438,482
2025-11-06 13:22:00,444,468
2025-11-06 13:24:00,445,466
2025-11-06 13:26:00,454,481
2025-11-06 13:28:00,451,470
2025-11-06 13:30:00,444,466
2025-11-06 13:32:00,449,481
2025-11-06 13:34:00,448,492
2025-11-06 13:36:00,449,494
2025-11-06 13:38:00,442,489
2025-11-06 13:40:00,445,484
2025-11-06 13:42:00,463,480
2025-11-06 13:44:00,458,483
